Actual,Predicted,Residual
60,57.704855907561765,2.2951440924382354
74,71.35722369033606,2.642776309663944
84,77.3622262745615,6.637773725438507
87,78.4545780410692,8.545421958930802
78,71.16208816770632,6.837911832293685
82,79.20819003401574,2.791809965984257
85,79.39748360186735,5.60251639813265
81,75.322333607479,5.6776663925210045
73,73.64674269956929,-0.6467426995692875
78,77.69924522877866,0.3007547712213352
87,83.7412106499234,3.258789350076597
98,82.61711784112069,15.382882158879312
88,81.44273795892344,6.557262041076555
80,78.62854007058756,1.3714599294124383
78,73.26533589544744,4.734664104552564
70,65.97205366661761,4.027946333382388
54,56.75097386440859,-2.750973864408593
50,51.55130593450156,-1.5513059345015634
47,48.11253544982846,-1.1125354498284565
43,42.26534433907246,0.7346556609275368
39,38.979503322906375,0.020496677093625237
45,40.79874931650428,4.201250683495722
51,44.49993634075231,6.500063659247687
53,48.35681390788582,4.643186092114178
59,56.62957967284964,2.370420327150363
69,70.30502992026213,-1.305029920262129
82,76.32780427217281,5.672195727827187
82,77.42859835661771,4.571401643382288
72,70.1348768503016,1.8651231496984053
75,78.18595932118401,-3.185959321184015
78,78.37346750122857,-0.37346750122857486
75,74.29627097860212,0.7037290213978764
73,72.62395868674476,0.3760413132552429
75,76.67749921975278,-1.6774992197527752
89,82.71950602824097,6.280493971759029
86,81.5982495087903,4.401750491209697
80,80.41975275201668,-0.4197527520166773
79,77.60771055468092,1.3922894453190793
74,72.24020328187166,1.7597967181283423
67,65.84760072689919,1.1523992731008121
56,56.63517890848476,-0.635178908484761
52,51.429396715859795,0.5706032841402049
49,47.99512462624409,1.0048753737559082
42,42.15005666777289,-0.15005666777288695
34,38.86393374827131,-4.863933748271307
40,40.68102902943283,-0.6810290294328283
48,44.385866253996475,3.6141337460035245
48,48.23964399763518,-0.23964399763517719
54,56.512969849059665,-2.5129698490596653
82,70.18844286095803,11.811557139041966
86,76.21123473981659,9.78876526018341
85,77.31203715027996,7.687962849720037
73,70.0183144292976,2.981685570702396
80,78.06940181217294,1.9305981878270586
80,78.25690823142477,1.7430917685752263
78,74.1797096904626,3.8202903095373983
70,72.5074006320558,-2.5074006320558055
74,76.56094218876834,-2.560942188768337
81,82.60294903807373,-1.6029490380737315
81,81.48169531584034,-0.48169531584034075
82,80.30319449890527,1.6968055010947296
72,77.49115442756421,-5.4911544275642115
66,72.12364291093576,-6.123642910935757
63,66.87684040650166,-3.876840406501657
54,57.664427126800604,-3.6644271268006037
48,52.45863890414163,-4.45863890414163
40,49.02437125095212,-9.024371250952122
36,43.17930538638514,-7.179305386385138
33,39.89318218886367,-6.893182188863669
31,41.71027534894046,-10.710275348940463
30,45.415116173420095,-15.415116173420095
38,49.26889085993777,-11.26889085993777
42,57.5422172637331,-15.5422172637331
46,71.21769029808236,-25.21769029808236
49,77.24048219422642,-28.240482194226416
48,78.3412846129011,-30.341284612901106
45,71.04756189072083,-26.04756189072083
46,79.09864927844049,-33.09864927844049
46,79.28615569595578,-33.286155695955784
43,75.20895715300308,-32.208957153003084
42,73.53664809778519,-31.53664809778519
50,77.59018965550732,-27.590189655507317
54,83.63219650485298,-29.632196504852985
57,82.51094278537825,-25.510942785378248
62,81.33244196443894,-19.332441964438942
56,78.5204018951946,-22.520401895194595
49,73.15289037438079,-24.15289037438079
49,68.43294438134045,-19.432944381340448
44,59.22053111006049,-15.220531110060492
36,54.014742881454545,-18.014742881454545
34,50.580475232640346,-16.580475232640346
28,44.73540937013842,-16.73540937013842
29,41.449286172342745,-12.449286172342745
29,43.266379330327695,-14.266379330327695
31,46.97122015835766,-15.97122015835766
35,50.82499484186032,-15.824994841860317
39,59.098321246200406,-20.098321246200406
41,72.7737942805718,-31.773794280571806
50,78.7965861767329,-28.7965861767329
49,79.8973885954157,-30.897388595415705
45,72.60366587323425,-27.60366587323425
48,80.65475326095867,-32.65475326095867
42,80.84225967847226,-38.84225967847226
46,76.7650611355176,-30.7650611355176
48,75.09275208030284,-27.092752080302844
51,79.14629363802598,-28.14629363802598
62,85.18830048737168,-23.188300487371677
60,84.06704676789968,-24.067046767899683
66,82.88854594695644,-16.88854594695644
66,80.07650587771415,-14.076505877714155
62,74.70899435689621,-12.708994356896213
54,69.5002264012661,-15.500226401266104
45,60.287813129994454,-15.287813129994454
43,55.082024901382646,-12.082024901382646
41,51.64775725257275,-10.647757252572752
35,45.802691390072866,-10.802691390072866
32,42.51656819227693,-10.516568192276928
38,44.3336613502598,-6.333661350259803
45,48.038502178293264,-3.038502178293264
52,51.89227686179296,0.10772313820704227
59,60.16560326613358,-1.16560326613358
68,73.84107630050501,-5.841076300505009
78,79.8638681966661,-1.863868196666104
80,80.96467061534892,-0.964670615348922
76,73.67094789316745,2.329052106832549
84,81.72203528089187,2.2779647191081267
83,81.90954169840549,1.0904583015945093
75,77.8323431554508,-2.8323431554508005
78,76.16003410023605,1.8399658997639534
82,80.2135756579592,1.786424342040803
90,86.2555825073049,3.7444174926951064
87,85.13432878783291,1.8656712121670864
79,83.95582796688966,-4.955827966889657
81,81.14378789764737,-0.1437878976473712
72,75.77627637682943,-3.776276376829429
69,69.43110089138814,-0.4311008913881409
55,60.218687620116484,-5.218687620116484
53,55.01289939150467,-2.012899391504668
49,51.57863174269479,-2.578631742694789
43,45.7335658801949,-2.7335658801949023
36,42.447442682398965,-6.447442682398965
44,44.26453584038184,-0.2645358403818392
44,47.96937666841529,-3.9693766684152934
48,51.82315135191499,-3.823151351914987
60,60.09647775625562,-0.0964777562556165
72,73.77195079062703,-1.7719507906270309
79,79.79474268678815,-0.7947426867881546
